Sample #,Image Type,Query,True Label,Model Response,Correctness Score
Sample 88,Black and White,What's the sum of all the values below 20 in red graph?,34,The values in the red graph below 20 are 16 and 18. Their sum is 34.,1.0
Sample 88,Vertically Stretched,What's the sum of all the values below 20 in red graph?,34,The sum is 16 + 18 = 34.,1.0
Sample 88,Horizontally Stretched,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is \(16 + 18 = 34\).,1.0
Sample 88,Squeezed Vertically,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 18 + 19 = 37.,0.0
Sample 88,Squeezed Horizontally,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 16 + 18 = 34.,1.0
Sample 88,Downscaled,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 18 + 16 + 15 + 15 + 18 + 16 = 98.,0.0
Sample 88,Upscaled,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 16 + 18 = 34.,1.0
Sample 88,Increased Saturation,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 for the red graph (Republican/Lean Republican) is 18 + 16 = 34.,1.0
Sample 88,Super Increased Saturation,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is \(18 + 9 + 18 = 45\).,0.0
Sample 88,Decreased Saturation,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 18 + 12 = 30.,0.0
Sample 88,Super Decreased Saturation,What's the sum of all the values below 20 in red graph?,34,"The values in the red graph below 20 are 16, 18, and 19. The sum of these values is 53.",0.0
Sample 88,Increased Brightness,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 13 + 15 + 16 = 44.,0.0
Sample 88,Super Increased Brightness,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 8.,0.0
Sample 88,Decreased Brightness,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is \(16 + 18 = 34\).,1.0
Sample 88,Super Decreased Brightness,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 18 + 16 = 34.,1.0
Sample 88,Increased Contrast,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 16 + 18 = 34.,1.0
Sample 88,Super Increased Contrast,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 18 + 16 = 34.,1.0
Sample 88,Decreased Contrast,What's the sum of all the values below 20 in red graph?,34,The sum of the values below 20 in the red graph is 18 + 16 = 34.,1.0
Sample 88,Super Decreased Contrast,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 18 + 16 + 18 + 19 + 19 = 90.,0.0
Sample 88,Increased Sharpness,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 18.,0.0
Sample 88,Super Increased Sharpness,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is \(16 + 18 = 34\).,1.0
Sample 88,Decreased Sharpness,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 18 + 8 + 9 = 35.,0.8
Sample 88,Super Decreased Sharpness,What's the sum of all the values below 20 in red graph?,34,The values below 20 in the red graph are 18 and 16. The sum of these values is 34.,1.0
Sample 88,Inverted,What's the sum of all the values below 20 in red graph?,34,The values in the red graph below 20 are 16 and 19. Their sum is 35.,0.9
Sample 88,Super Sharp and Super Saturated,What's the sum of all the values below 20 in red graph?,34,The sum of all the values below 20 in the red graph is 18 + 15 = 33.,0.9
Sample 89,Baseline,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Black and White,What's the color of graph whose rightmost value is 19?,Green,Gray.,0.0
Sample 89,Vertically Stretched,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Horizontally Stretched,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Squeezed Vertically,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Squeezed Horizontally,What's the color of graph whose rightmost value is 19?,Green,Green.,1.0
Sample 89,Downscaled,What's the color of graph whose rightmost value is 19?,Green,The color of the graph whose rightmost value is 19 is blue.,0.0
Sample 89,Upscaled,What's the color of graph whose rightmost value is 19?,Green,Blue,0.0
Sample 89,Increased Saturation,What's the color of graph whose rightmost value is 19?,Green,Blue,0.0
Sample 89,Super Increased Saturation,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Decreased Saturation,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Super Decreased Saturation,What's the color of graph whose rightmost value is 19?,Green,Gray.,0.0
Sample 89,Increased Brightness,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Super Increased Brightness,What's the color of graph whose rightmost value is 19?,Green,The color of the graph whose rightmost value is 19 is yellow.,0.0
Sample 89,Decreased Brightness,What's the color of graph whose rightmost value is 19?,Green,Blue,0.0
Sample 89,Super Decreased Brightness,What's the color of graph whose rightmost value is 19?,Green,Brown,0.0
Sample 89,Increased Contrast,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Super Increased Contrast,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Decreased Contrast,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Super Decreased Contrast,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Increased Sharpness,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Super Increased Sharpness,What's the color of graph whose rightmost value is 19?,Green,Blue,0.0
Sample 89,Decreased Sharpness,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Super Decreased Sharpness,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 89,Inverted,What's the color of graph whose rightmost value is 19?,Green,Orange.,0.0
Sample 89,Super Sharp and Super Saturated,What's the color of graph whose rightmost value is 19?,Green,Blue.,0.0
Sample 90,Baseline,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum is 66 (41 + 25).",1.0
Sample 90,Black and White,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum of the two leftmost values of the blue graph is 63 (41 + 22).",0.7
Sample 90,Vertically Stretched,Is the sum of two leftmost value of blue graph greater than 90?,No,"Yes, the sum of the two leftmost values of the blue graph is greater than 90 (41 + 33 = 74).",0.0
Sample 90,Horizontally Stretched,Is the sum of two leftmost value of blue graph greater than 90?,No,"Yes, the sum of the two leftmost values of the blue graph (41 and 33) is 74, which is not greater than 90.",0.0
Sample 90,Squeezed Vertically,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum of the two leftmost values of the blue graph (American confidence in Putin) is not greater than 90.",1.0
Sample 90,Squeezed Horizontally,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum of the two leftmost values of the blue graph is not greater than 90. The values are 29 and 20, summing to 49.",1.0
Sample 90,Downscaled,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum of the two leftmost values of the blue graph (33 and 28) is 61.",0.9
Sample 90,Upscaled,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum is 74 (41 + 33).",1.0
Sample 90,Increased Saturation,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum of the two leftmost values of the blue graph is 33 (41 + 28), which is not greater than 90.",1.0
Sample 90,Super Increased Saturation,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum of the two leftmost values of the blue graph is 87 (41 + 46).",0.7
Sample 90,Decreased Saturation,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum is not greater than 90.",1.0
Sample 90,Super Decreased Saturation,Is the sum of two leftmost value of blue graph greater than 90?,No,"Yes, the sum of the two leftmost values of the blue graph is greater than 90 (41 + 61 = 102).",0.0
Sample 90,Increased Brightness,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum is 47.",0.7
Sample 90,Super Increased Brightness,Is the sum of two leftmost value of blue graph greater than 90?,No,"Yes, the sum is greater than 90 (41 + 42 = 83).",0.0
Sample 90,Decreased Brightness,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum is not greater than 90.",1.0
Sample 90,Super Decreased Brightness,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum of the two leftmost values of the blue graph is not greater than 90. The values are 41 and 8.",1.0
Sample 90,Increased Contrast,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum is 82 (41 + 41).",0.7
Sample 90,Super Increased Contrast,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum of the two leftmost values of the blue graph is not greater than 90.",1.0
Sample 90,Decreased Contrast,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum of the two leftmost values of the blue graph is not greater than 90. They are 41 and 21, which sum to 62.",1.0
Sample 90,Super Decreased Contrast,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum of the two leftmost values of the blue graph is not greater than 90.",1.0
Sample 90,Increased Sharpness,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum of the two leftmost values of the blue graph is not greater than 90. It's 41 + 37 = 78.",1.0
Sample 90,Super Increased Sharpness,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum of the two leftmost values of the blue graph (41 and 37) is not greater than 90.",1.0
Sample 90,Decreased Sharpness,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum is not greater than 90. The two leftmost blue values are 41 and 20, which add up to 61.",1.0
Sample 90,Super Decreased Sharpness,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum is 58 (41 + 17).",1.0
Sample 90,Inverted,Is the sum of two leftmost value of blue graph greater than 90?,No,"No, the sum is 81 (41 + 40).",1.0
Sample 90,Super Sharp and Super Saturated,Is the sum of two leftmost value of blue graph greater than 90?,No,"Yes, the sum is 95 (41 + 54).",0.0
Sample 91,Baseline,What's the color of the graph whose lowest value is 31?,Blue,Blue,1.0
Sample 91,Black and White,What's the color of the graph whose lowest value is 31?,Blue,Gray,0.0
Sample 91,Vertically Stretched,What's the color of the graph whose lowest value is 31?,Blue,Blue,1.0
Sample 91,Horizontally Stretched,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Squeezed Vertically,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Squeezed Horizontally,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Downscaled,What's the color of the graph whose lowest value is 31?,Blue,Blue,1.0
Sample 91,Upscaled,What's the color of the graph whose lowest value is 31?,Blue,Blue,1.0
Sample 91,Increased Saturation,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Super Increased Saturation,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Decreased Saturation,What's the color of the graph whose lowest value is 31?,Blue,Blue,1.0
Sample 91,Super Decreased Saturation,What's the color of the graph whose lowest value is 31?,Blue,Gray,0.0
Sample 91,Increased Brightness,What's the color of the graph whose lowest value is 31?,Blue,The color of the graph with the lowest value of 31 is blue.,1.0
Sample 91,Super Increased Brightness,What's the color of the graph whose lowest value is 31?,Blue,The color of the graph with the lowest value of 31 is blue.,1.0
Sample 91,Decreased Brightness,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Super Decreased Brightness,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Increased Contrast,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Super Increased Contrast,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Decreased Contrast,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Super Decreased Contrast,What's the color of the graph whose lowest value is 31?,Blue,Light blue.,0.8
Sample 91,Increased Sharpness,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Super Increased Sharpness,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Decreased Sharpness,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Super Decreased Sharpness,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 91,Inverted,What's the color of the graph whose lowest value is 31?,Blue,Orange.,0.0
Sample 91,Super Sharp and Super Saturated,What's the color of the graph whose lowest value is 31?,Blue,Blue.,1.0
Sample 92,Baseline,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018,1.0
Sample 92,Black and White,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018,1.0
Sample 92,Vertically Stretched,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018.,1.0
Sample 92,Horizontally Stretched,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018.,1.0
Sample 92,Squeezed Vertically,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018.,1.0
Sample 92,Squeezed Horizontally,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018.,1.0
Sample 92,Downscaled,In which time period the difference between blue and orange graph minimum?,Jan 2018,June 2015.,0.0
Sample 92,Upscaled,In which time period the difference between blue and orange graph minimum?,Jan 2018,"In January 2018, the difference between the blue and orange graphs is minimal, with values of 45 (blue) and 46 (orange).",0.8
Sample 92,Increased Saturation,In which time period the difference between blue and orange graph minimum?,Jan 2018,The difference between the blue and orange graph is minimum in June 2015.,0.0
Sample 92,Super Increased Saturation,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018.,1.0
Sample 92,Decreased Saturation,In which time period the difference between blue and orange graph minimum?,Jan 2018,"In June 2015, the difference between the blue and orange graph is minimum.",0.0
Sample 92,Super Decreased Saturation,In which time period the difference between blue and orange graph minimum?,Jan 2018,The difference between the blue and orange graph is minimum in January 2018.,1.0
Sample 92,Increased Brightness,In which time period the difference between blue and orange graph minimum?,Jan 2018,September 2015.,0.0
Sample 92,Super Increased Brightness,In which time period the difference between blue and orange graph minimum?,Jan 2018,"In January 2018, the difference between the blue and orange graphs is at its minimum, both at 45.",1.0
Sample 92,Decreased Brightness,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018,1.0
Sample 92,Super Decreased Brightness,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018.,1.0
Sample 92,Increased Contrast,In which time period the difference between blue and orange graph minimum?,Jan 2018,"In February 2014, the difference between the blue and orange graphs was minimum (54% blue, 39% orange).",0.0
Sample 92,Super Increased Contrast,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018.,1.0
Sample 92,Decreased Contrast,In which time period the difference between blue and orange graph minimum?,Jan 2018,"In February 2014, the difference between the blue and orange graphs is minimal.",0.0
Sample 92,Super Decreased Contrast,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018.,1.0
Sample 92,Increased Sharpness,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018,1.0
Sample 92,Super Increased Sharpness,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018.,1.0
Sample 92,Decreased Sharpness,In which time period the difference between blue and orange graph minimum?,Jan 2018,"In June 2015, the difference between the blue and orange graph is minimal.",0.0
Sample 92,Super Decreased Sharpness,In which time period the difference between blue and orange graph minimum?,Jan 2018,January 2018.,1.0
Sample 92,Inverted,In which time period the difference between blue and orange graph minimum?,Jan 2018,June 2015.,0.0
Sample 92,Super Sharp and Super Saturated,In which time period the difference between blue and orange graph minimum?,Jan 2018,June 2015,0.0
Sample 93,Baseline,What's the highest value of blue graph?,0.88,The highest value of the blue graph is 88.,0.0
Sample 93,Black and White,What's the highest value of blue graph?,0.88,88,0.7
Sample 93,Vertically Stretched,What's the highest value of blue graph?,0.88,The highest value of the blue graph is 88.,0.7
Sample 93,Horizontally Stretched,What's the highest value of blue graph?,0.88,The highest value of the blue graph is 88.,0.0
Sample 93,Squeezed Vertically,What's the highest value of blue graph?,0.88,88,0.9
Sample 93,Squeezed Horizontally,What's the highest value of blue graph?,0.88,The highest value of the blue graph is 88.,0.0
Sample 93,Downscaled,What's the highest value of blue graph?,0.88,The highest value of the blue graph is 88.,0.0
Sample 93,Upscaled,What's the highest value of blue graph?,0.88,88%,1.0
Sample 93,Increased Saturation,What's the highest value of blue graph?,0.88,88,0.75
Sample 93,Super Increased Saturation,What's the highest value of blue graph?,0.88,88,0.0
Sample 93,Decreased Saturation,What's the highest value of blue graph?,0.88,The highest value of the blue graph is 88.,0.6
Sample 93,Super Decreased Saturation,What's the highest value of blue graph?,0.88,88%,1.0
Sample 93,Increased Brightness,What's the highest value of blue graph?,0.88,The highest value of the blue graph is 88.,0.0
Sample 93,Super Increased Brightness,What's the highest value of blue graph?,0.88,88,0.9
Sample 93,Decreased Brightness,What's the highest value of blue graph?,0.88,88,0.7
Sample 93,Super Decreased Brightness,What's the highest value of blue graph?,0.88,88,0.3
Sample 93,Increased Contrast,What's the highest value of blue graph?,0.88,The highest value of the blue graph is 88.,0.0
Sample 93,Super Increased Contrast,What's the highest value of blue graph?,0.88,The highest value of the blue graph is 88.,0.3
Sample 93,Decreased Contrast,What's the highest value of blue graph?,0.88,88,0.7
Sample 93,Super Decreased Contrast,What's the highest value of blue graph?,0.88,88,0.9
Sample 93,Increased Sharpness,What's the highest value of blue graph?,0.88,The highest value of the blue graph (Confidence in U.S. president) is 88 in 2009.,0.7
Sample 93,Super Increased Sharpness,What's the highest value of blue graph?,0.88,88,0.7
Sample 93,Decreased Sharpness,What's the highest value of blue graph?,0.88,The highest value of the blue graph is 88.,0.0
Sample 93,Super Decreased Sharpness,What's the highest value of blue graph?,0.88,The highest value of the blue graph is 88%.,1.0
Sample 93,Inverted,What's the highest value of blue graph?,0.88,The highest value of the blue graph is 72.,0.0
Sample 93,Super Sharp and Super Saturated,What's the highest value of blue graph?,0.88,The highest value of the blue graph is 88.,0.0
Sample 94,Baseline,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (72) and lowest (43) values of the green bar is 57.5, which is not greater than 80.",1.0
Sample 94,Black and White,Is the average of highest and lowest value of green bar greater than 80?,No,"There is no green bar in the image, so I cannot provide an answer regarding it.",1.0
Sample 94,Vertically Stretched,Is the average of highest and lowest value of green bar greater than 80?,No,"Yes, the average of the highest (72) and lowest (39) value of the green bar is 55.5, which is not greater than 80.",0.0
Sample 94,Horizontally Stretched,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (72) and lowest (39) values of the green bar is 55.5, which is not greater than 80.",1.0
Sample 94,Squeezed Vertically,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (72) and lowest (39) values of the green bar is 55.5, which is not greater than 80.",1.0
Sample 94,Squeezed Horizontally,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average is 71.5.",0.9
Sample 94,Downscaled,Is the average of highest and lowest value of green bar greater than 80?,No,"Yes, the average of the highest (72) and lowest (39) values of the green bar is 55.5, which is not greater than 80.",1.0
Sample 94,Upscaled,Is the average of highest and lowest value of green bar greater than 80?,No,"Yes, the average is greater than 80. The highest value of the green bar is 72, and the lowest is 39. The average is (72 + 39) / 2 = 55.5.",0.0
Sample 94,Increased Saturation,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (68) and lowest (39) values of the green line is 53.5, which is not greater than 80.",1.0
Sample 94,Super Increased Saturation,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (72) and lowest (39) values of the green line is 55.5, which is not greater than 80.",1.0
Sample 94,Decreased Saturation,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (68) and lowest (43) values of the green bar is 55.5, which is not greater than 80.",1.0
Sample 94,Super Decreased Saturation,Is the average of highest and lowest value of green bar greater than 80?,No,"Yes, the average of the highest (88) and lowest (28) values of the green bar is 58, which is not greater than 80.",1.0
Sample 94,Increased Brightness,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (72) and lowest (43) values of the green line is 57.5, which is not greater than 80.",1.0
Sample 94,Super Increased Brightness,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (88) and lowest (22) values of the blue line is 55, which is not greater than 80.",1.0
Sample 94,Decreased Brightness,Is the average of highest and lowest value of green bar greater than 80?,No,"Yes, the average of the highest (88) and lowest (28) values of the blue bar is 58, which is not greater than 80.",1.0
Sample 94,Super Decreased Brightness,Is the average of highest and lowest value of green bar greater than 80?,No,"Yes, the average of the highest (88) and lowest (28) values of the green bar is 58, which is not greater than 80.",1.0
Sample 94,Increased Contrast,Is the average of highest and lowest value of green bar greater than 80?,No,"Yes, the average of the highest (88) and lowest (63) values of the green bar is 75.5, which is not greater than 80.",0.0
Sample 94,Super Increased Contrast,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (88) and lowest (59) values of the green bar is 73.5, which is not greater than 80.",1.0
Sample 94,Decreased Contrast,Is the average of highest and lowest value of green bar greater than 80?,No,"Yes, the average of the highest (88) and lowest (22) values of the green line is 55, which is not greater than 80.",1.0
Sample 94,Super Decreased Contrast,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (89) and lowest (22) values of the green bar is not greater than 80. The average is 55.5.",1.0
Sample 94,Increased Sharpness,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (72) and lowest (59) value of the green line is not greater than 80. The average is 65.5.",1.0
Sample 94,Super Increased Sharpness,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (72) and lowest (63) values of the green line is 67.5, which is not greater than 80.",1.0
Sample 94,Decreased Sharpness,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (72) and lowest (39) values of the green bar is 55.5.",0.7
Sample 94,Super Decreased Sharpness,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (72) and lowest (39) values of the green bar is 55.5.",0.4
Sample 94,Inverted,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (88) and lowest (22) value of the orange bar is 55, which is not greater than 80.",1.0
Sample 94,Super Sharp and Super Saturated,Is the average of highest and lowest value of green bar greater than 80?,No,"No, the average of the highest (72) and lowest (43) values of the green bar is 57.5, which is not greater than 80.",1.0
Sample 95,Baseline,What's the color of graph whose rightmost value is 83?,Green,Olive green.,0.8
Sample 95,Black and White,What's the color of graph whose rightmost value is 83?,Green,The color of the graph whose rightmost value is 83 is light gray.,0.0
Sample 95,Vertically Stretched,What's the color of graph whose rightmost value is 83?,Green,Olive green.,0.9
Sample 95,Horizontally Stretched,What's the color of graph whose rightmost value is 83?,Green,The color of the graph with the rightmost value of 83 is olive green.,0.7
Sample 95,Squeezed Vertically,What's the color of graph whose rightmost value is 83?,Green,Green.,1.0
Sample 95,Squeezed Horizontally,What's the color of graph whose rightmost value is 83?,Green,Olive green.,0.7
Sample 95,Downscaled,What's the color of graph whose rightmost value is 83?,Green,The color is green.,1.0
Sample 95,Upscaled,What's the color of graph whose rightmost value is 83?,Green,Green,1.0
Sample 95,Increased Saturation,What's the color of graph whose rightmost value is 83?,Green,The color of the graph whose rightmost value is 83 is green.,1.0
Sample 95,Super Increased Saturation,What's the color of graph whose rightmost value is 83?,Green,Green,1.0
Sample 95,Decreased Saturation,What's the color of graph whose rightmost value is 83?,Green,The color of the graph whose rightmost value is 83 is light green.,0.9
Sample 95,Super Decreased Saturation,What's the color of graph whose rightmost value is 83?,Green,The color of the graph with the rightmost value of 83 is light gray.,0.0
Sample 95,Increased Brightness,What's the color of graph whose rightmost value is 83?,Green,Yellow.,0.0
Sample 95,Super Increased Brightness,What's the color of graph whose rightmost value is 83?,Green,Yellow.,0.0
Sample 95,Decreased Brightness,What's the color of graph whose rightmost value is 83?,Green,Olive green.,0.9
Sample 95,Super Decreased Brightness,What's the color of graph whose rightmost value is 83?,Green,Olive green.,0.9
Sample 95,Increased Contrast,What's the color of graph whose rightmost value is 83?,Green,Green.,1.0
Sample 95,Super Increased Contrast,What's the color of graph whose rightmost value is 83?,Green,Olive green.,0.9
Sample 95,Decreased Contrast,What's the color of graph whose rightmost value is 83?,Green,Light green.,0.7
Sample 95,Super Decreased Contrast,What's the color of graph whose rightmost value is 83?,Green,The color of the graph whose rightmost value is 83 is light yellow.,0.0
Sample 95,Increased Sharpness,What's the color of graph whose rightmost value is 83?,Green,Green.,1.0
Sample 95,Super Increased Sharpness,What's the color of graph whose rightmost value is 83?,Green,The color of the graph whose rightmost value is 83 is green.,1.0
Sample 95,Decreased Sharpness,What's the color of graph whose rightmost value is 83?,Green,Green.,1.0
Sample 95,Super Decreased Sharpness,What's the color of graph whose rightmost value is 83?,Green,The color of the graph whose rightmost value is 83 is green.,1.0
Sample 95,Inverted,What's the color of graph whose rightmost value is 83?,Green,Blue.,0.0
Sample 95,Super Sharp and Super Saturated,What's the color of graph whose rightmost value is 83?,Green,Green.,1.0
Sample 96,Baseline,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the peak value ratio of the green graph (84) to the blue graph (83) is 84:83.",0.7
Sample 96,Black and White,Is ratio of peak value of green and blue graph 84:83?,Yes,"No, the peak value ratio of the green and blue graphs is 83:84.",0.0
Sample 96,Vertically Stretched,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak value of the green graph (84) to the peak value of the blue graph (83) is 84:83.",1.0
Sample 96,Horizontally Stretched,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak values of the green graph (84) to the blue graph (83) is 84:83.",1.0
Sample 96,Squeezed Vertically,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the peak value of the green graph is 84, and the peak value of the blue graph is 83. The ratio is 84:83.",0.8
Sample 96,Squeezed Horizontally,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak values of the green graph (84) and the blue graph (83) is 84:83.",1.0
Sample 96,Downscaled,Is ratio of peak value of green and blue graph 84:83?,Yes,"No, the ratio of the peak values is 83:57.",0.0
Sample 96,Upscaled,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak values of the green graph (84) to the blue graph (83) is 84:83.",1.0
Sample 96,Increased Saturation,Is ratio of peak value of green and blue graph 84:83?,Yes,"No, the ratio of the peak value of the green graph (83) to the blue graph (71) is not 84:83.",0.0
Sample 96,Super Increased Saturation,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak values is 84:83.",0.7
Sample 96,Decreased Saturation,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak values for the green and blue graphs is 84:83.",0.7
Sample 96,Super Decreased Saturation,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak values of the green (83) and blue (84) graphs is 83:84.",0.7
Sample 96,Increased Brightness,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak value of the yellow graph (83) to the blue graph (84) is 84:83.",0.7
Sample 96,Super Increased Brightness,Is ratio of peak value of green and blue graph 84:83?,Yes,"No, the ratio is not 84:83. The peak value of the yellow graph (""Favorable view of U.S."") is 83, and the peak value of the blue graph (""Confidence in U.S. president"") is 71, making the ratio 83:71.",0.2
Sample 96,Decreased Brightness,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak values (84 for the green graph and 83 for the blue graph) is 84:83.",0.9
Sample 96,Super Decreased Brightness,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the ratio of the peak values of the green graph (84) and the blue graph (83) is 84:83.",0.7
Sample 96,Increased Contrast,Is ratio of peak value of green and blue graph 84:83?,Yes,"No, the ratio of the peak values of the green and blue graphs is 83:56.",0.0
Sample 96,Super Increased Contrast,Is ratio of peak value of green and blue graph 84:83?,Yes,"Yes, the peak values are 84 (green) and 83 (blue), so the ratio is 84:83.",0.9
